loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L000311,B8294,FHA,2022-11-17,2042-11-17,169876.00,116349.10,4.348,240,CT,CASH_OUT,A+,24,VERY_HIGH,CURRENT,0,Bank of America,2029-03-08,2029-03-23,COMPLETE,ORIGINATION_SYS
L000312,B3403,FHA,2012-01-12,2027-01-12,195664.00,0.00,5.218,240,OR,REFINANCE,B,6,HIGH,PAID_OFF,0,Bank of America,2019-03-31,2019-04-18,INCOMPLETE,MANUAL_ENTRY
L000313,B7622,FHA,2016-10-30,2036-10-30,410987.00,387843.51,7.615,180,OK,PURCHASE,A,22,HIGH,CURRENT,0,Wells Fargo,2023-10-08,2023-11-04,COMPLETE,ORIGINATION_SYS
L000314,B8130,FHA,2015-04-12,2035-04-12,668831.00,372053.57,6.475,240,OK,REFINANCE,C,26,VERY_HIGH,CURRENT,0,JPMorgan Chase,2019-08-26,2019-09-04,MISSING,MANUAL_ENTRY
L000315,B8155,FHA,2012-10-25,2027-10-25,62166.00,21548.91,3.008,360,NJ,CASH_OUT,A+,29,VERY_HIGH,CURRENT,0,US Bank,2020-12-26,2020-12-31,COMPLETE,SERVICING_SYS
L000316,B9161,FHA,2022-05-20,2042-05-20,-453402.00,240733.66,6.773,240,OH,CASH_OUT,C,1,LOW,CURRENT,0,US Bank,2029-03-30,2029-04-14,COMPLETE,ORIGINATION_SYS
L000317,B8617,CONVENTIONAL,2023-01-06,2043-01-06,133952.00,52556.99,5.64,360,NM,CASH_OUT,B+,21,LOW,DELINQUENT,84,PNC Bank,2031-07-07,2031-07-27,COMPLETE,MANUAL_ENTRY
L000318,B9399,JUMBO,2017-01-03,2047-01-03,105337.00,93468.73,5.944,240,ME,REFINANCE,B,1,HIGH,CURRENT,0,PNC Bank,2017-03-18,2017-04-12,COMPLETE,ORIGINATION_SYS
L000319,B1447,VA,2020-08-12,2050-08-12,227292.00,152821.82,5.409,180,DC,REFINANCE,C,4,HIGH,DELINQUENT,48,Bank of America,2029-10-07,2029-11-03,COMPLETE,MANUAL_ENTRY
L000320,B3873,VA,2012-07-02,2042-07-02,233095.00,207824.11,7.195,180,ND,PURCHASE,C,2,MEDIUM,DELINQUENT,72,US Bank,2017-08-04,2017-09-02,INCOMPLETE,SERVICING_SYS
L000321,B6653,CONVENTIONAL,2019-04-06,2039-04-06,299505.00,218469.05,6.354,180,NJ,REFINANCE,D,9,VERY_HIGH,DELINQUENT,40,PNC Bank,2021-09-15,2021-10-15,INCOMPLETE,MANUAL_ENTRY
L000322,B5731,JUMBO,2015-03-30,2035-03-30,459018.00,279304.75,4.792,240,UT,PURCHASE,A,29,HIGH,CURRENT,0,Freedom Mortgage,2025-01-30,2025-02-12,COMPLETE,MANUAL_ENTRY
L000323,B8554,FHA,2016-02-12,2036-02-12,333457.00,157927.60,6.906,360,ND,REFINANCE,B+,22,MEDIUM,CURRENT,0,Bank of America,2023-07-15,2023-08-01,COMPLETE,ORIGINATION_SYS
L000324,B5641,VA,2011-07-11,2026-07-11,481225.00,174927.31,3.658,180,AR,CASH_OUT,B+,28,MEDIUM,CURRENT,0,US Bank,2016-08-09,2016-08-29,COMPLETE,ORIGINATION_SYS
L000325,B4018,VA,2011-12-09,2041-12-09,186217.00,101371.50,4.267,360,SD,REFINANCE,C,24,VERY_HIGH,DEFAULT,184,PNC Bank,2022-01-25,2022-02-22,COMPLETE,SERVICING_SYS
L000326,B1984,VA,2015-10-10,2030-10-10,127591.00,61273.90,8.234,240,CA,REFINANCE,B,19,VERY_HIGH,CURRENT,0,JPMorgan Chase,2020-03-18,2020-04-07,COMPLETE,ORIGINATION_SYS
L000327,B2692,CONVENTIONAL,2022-02-15,2042-02-15,278994.00,195038.59,2.938,360,WY,REFINANCE,A,28,VERY_HIGH,CURRENT,0,JPMorgan Chase,2027-02-27,2027-03-19,COMPLETE,ORIGINATION_SYS
,B9039,JUMBO,2018-10-04,2038-10-04,208971.00,0.00,5.116,360,DC,PURCHASE,A+,7,LOW,PAID_OFF,0,Quicken Loans,2025-04-13,2025-05-13,COMPLETE,SERVICING_SYS
L000329,B1904,CONVENTIONAL,2012-09-19,2042-09-19,611307.00,554930.69,4.692,240,NJ,REFINANCE,B+,6,MEDIUM,CURRENT,0,US Bank,2020-06-11,2020-06-12,MISSING,MANUAL_ENTRY
L000330,B8175,FHA,2014-04-14,2034-04-14,459054.00,405206.71,3.34,180,XX,CASH_OUT,B,15,VERY_HIGH,DELINQUENT,52,Wells Fargo,2019-10-27,2019-11-21,COMPLETE,SERVICING_SYS
L000331,B1701,JUMBO,2021-03-17,2051-03-17,521132.00,483752.86,3.209,360,NJ,CASH_OUT,A+,4,MEDIUM,CURRENT,0,Wells Fargo,2025-02-03,2025-02-04,COMPLETE,SERVICING_SYS
L000332,B1818,VA,2010-06-06,2030-06-06,698410.00,230315.43,7.424,180,HI,CASH_OUT,A,26,LOW,DELINQUENT,38,Wells Fargo,2010-09-02,2010-09-17,COMPLETE,MANUAL_ENTRY
L000333,B6312,CONVENTIONAL,2014-12-12,2029-12-12,262484.00,0.00,8.355,360,MA,PURCHASE,A,18,MEDIUM,PAID_OFF,0,Bank of America,2023-04-21,2023-04-23,COMPLETE,ORIGINATION_SYS
L000334,B3185,CONVENTIONAL,2019-04-24,2034-04-24,437896.00,288886.57,7.246,360,WY,PURCHASE,A,28,VERY_HIGH,CURRENT,0,Wells Fargo,2029-10-09,2029-10-09,COMPLETE,ORIGINATION_SYS
L000335,B3344,VA,2023-04-26,2043-04-26,486440.00,365208.11,5.639,240,ID,CASH_OUT,B+,1,MEDIUM,DEFAULT,333,PNC Bank,2031-02-28,2031-03-15,COMPLETE,ORIGINATION_SYS
L000336,B2567,VA,2016-10-03,2036-10-03,489128.00,148191.37,7.676,360,NJ,CASH_OUT,B+,6,HIGH,CURRENT,0,Wells Fargo,2018-02-26,2018-03-04,COMPLETE,ORIGINATION_SYS
L000337,B5670,FHA,2020-08-22,2040-08-22,234888.00,0.00,5.108,240,WI,REFINANCE,A,3,LOW,PAID_OFF,0,US Bank,2021-04-30,2021-05-05,COMPLETE,ORIGINATION_SYS
L000338,B6340,JUMBO,2020-11-17,2050-11-17,171703.00,59419.31,3.693,360,IA,PURCHASE,C,7,LOW,CURRENT,0,JPMorgan Chase,2025-12-12,2026-01-04,COMPLETE,ORIGINATION_SYS
L000339,B4541,JUMBO,2018-06-04,2033-06-04,127101.00,77041.47,3.568,240,WA,PURCHASE,B+,11,HIGH,CURRENT,0,JPMorgan Chase,2028-06-28,2028-07-08,COMPLETE,MANUAL_ENTRY
L000340,B6629,FHA,2022-10-03,2037-10-03,344234.00,0.00,7.818,360,DC,CASH_OUT,A+,28,MEDIUM,PAID_OFF,0,US Bank,2027-12-24,2028-01-10,INCOMPLETE,ORIGINATION_SYS
L000341,B5573,CONVENTIONAL,2019-03-27,2049-03-27,562977.00,484401.95,6.88,360,KS,REFINANCE,D,18,MEDIUM,CURRENT,0,US Bank,2024-08-16,2024-09-15,COMPLETE,MANUAL_ENTRY
L000342,B7974,JUMBO,2010-02-11,2030-02-11,96372.00,31420.95,5.376,360,NH,REFINANCE,B,2,LOW,CURRENT,0,PNC Bank,2018-10-25,2018-11-17,COMPLETE,ORIGINATION_SYS
L000343,B5994,FHA,2012-12-23,2032-12-23,360158.00,0.00,6.72,360,AK,REFINANCE,D,24,MEDIUM,CLOSED,0,Freedom Mortgage,2013-03-28,2013-04-19,COMPLETE,SERVICING_SYS
L000344,B9698,CONVENTIONAL,2020-05-31,2050-05-31,714170.00,214884.02,4.28,240,SC,CASH_OUT,A+,25,MEDIUM,DELINQUENT,54,Freedom Mortgage,2030-07-07,2030-07-28,COMPLETE,SERVICING_SYS
L000345,B1669,VA,2011-03-26,2041-03-26,431671.00,378655.60,4.699,360,CA,CASH_OUT,B+,24,MEDIUM,CURRENT,0,JPMorgan Chase,2015-05-31,2015-06-10,COMPLETE,ORIGINATION_SYS
L000346,B6250,VA,2020-09-24,2050-09-24,658299.00,570241.90,7.888,360,LA,PURCHASE,A,11,HIGH,DELINQUENT,78,Quicken Loans,2029-03-02,2029-03-17,COMPLETE,ORIGINATION_SYS
L000347,B7031,CONVENTIONAL,2020-07-18,2050-07-18,607742.00,450276.28,3.63,240,MT,PURCHASE,C,30,LOW,CURRENT,0,Wells Fargo,2023-11-27,2023-12-02,COMPLETE,MANUAL_ENTRY
L000348,B7824,FHA,2013-04-27,2033-04-27,207808.00,180532.27,5.343,240,TN,PURCHASE,C,6,LOW,PENDING,0,Wells Fargo,2020-06-08,2020-07-05,INCOMPLETE,MANUAL_ENTRY
L000349,B9686,JUMBO,2017-07-14,2037-07-14,656815.00,343392.81,5.248,360,DC,REFINANCE,B,25,HIGH,DELINQUENT,50,JPMorgan Chase,2023-01-25,2023-02-09,COMPLETE,SERVICING_SYS
L000350,B9770,VA,2011-01-23,2026-01-23,420274.00,0.00,3.594,180,VT,CASH_OUT,B,5,MEDIUM,CLOSED,0,Wells Fargo,2018-01-29,2018-01-30,MISSING,MANUAL_ENTRY
L000351,B6192,VA,2012-11-02,2032-11-02,323056.00,15000.00,3.388,240,HI,CASH_OUT,C,3,LOW,CLOSED,0,Quicken Loans,2020-11-06,2020-12-05,COMPLETE,ORIGINATION_SYS
L000352,B5842,JUMBO,2020-04-10,2040-04-10,213633.00,64686.21,7.876,360,OR,CASH_OUT,D,10,LOW,DELINQUENT,62,PNC Bank,2024-01-26,2024-02-10,MISSING,ORIGINATION_SYS
L000353,B6347,CONVENTIONAL,2022-05-11,2037-05-11,373047.00,117926.55,6.149,180,IA,REFINANCE,B,0,LOW,DELINQUENT,44,US Bank,2027-06-10,2027-07-07,COMPLETE,MANUAL_ENTRY
L000354,B1918,VA,2011-12-17,2041-12-17,463583.00,197668.33,4.885,360,MS,REFINANCE,C,0,HIGH,CURRENT,0,Bank of America,2018-10-29,2018-11-09,COMPLETE,SERVICING_SYS
L000355,B5728,FHA,2022-08-01,2037-08-01,276172.00,213509.87,7.334,240,NE,PURCHASE,A+,19,LOW,CURRENT,0,JPMorgan Chase,2027-04-29,2027-05-05,COMPLETE,MANUAL_ENTRY
L000356,B5478,JUMBO,2017-07-10,2032-07-10,669371.00,529789.83,3.549,240,WI,PURCHASE,B,5,VERY_HIGH,CURRENT,0,Bank of America,2022-03-13,2022-03-30,COMPLETE,SERVICING_SYS
L000357,B3523,VA,2023-02-16,2043-02-16,568101.00,376953.58,4.301,360,NM,PURCHASE,B+,21,HIGH,CURRENT,0,Quicken Loans,2023-07-05,2023-07-10,COMPLETE,MANUAL_ENTRY
L000358,B6927,JUMBO,2015-06-28,2030-06-28,175152.00,139607.87,5.893,240,NM,CASH_OUT,A,11,LOW,CURRENT,0,Freedom Mortgage,2026-06-15,2026-06-23,COMPLETE,ORIGINATION_SYS
L000359,B6917,JUMBO,2013-04-12,2033-04-12,533439.00,464575.34,6.317,240,ME,CASH_OUT,B+,29,LOW,CURRENT,0,US Bank,2015-03-11,2015-03-17,INCOMPLETE,ORIGINATION_SYS
L000360,B5932,VA,2012-02-14,2042-02-14,225254.00,0.00,6.613,360,OH,CASH_OUT,C,26,MEDIUM,PAID_OFF,0,Wells Fargo,2021-06-22,2021-06-26,COMPLETE,SERVICING_SYS
L000361,B4622,FHA,2020-11-16,2040-11-16,406844.00,365585.87,7.271,360,ND,CASH_OUT,B+,17,LOW,CURRENT,0,Quicken Loans,2023-05-27,2023-06-10,MISSING,ORIGINATION_SYS
L000362,B9570,VA,2012-12-11,2027-12-11,552811.00,290964.58,3.533,240,XX,PURCHASE,B,4,MEDIUM,DELINQUENT,38,PNC Bank,2022-03-10,2022-03-17,COMPLETE,ORIGINATION_SYS
L000363,B8065,CONVENTIONAL,2012-12-02,2027-12-02,495440.00,371100.31,3.678,180,NC,CASH_OUT,A,15,LOW,DEFAULT,129,Bank of America,2013-03-19,2013-03-20,COMPLETE,MANUAL_ENTRY
L000364,B6759,CONVENTIONAL,2010-03-26,2025-03-26,179806.00,161477.25,3.045,360,PA,REFINANCE,C,5,MEDIUM,CURRENT,0,US Bank,2020-06-02,2020-06-20,COMPLETE,MANUAL_ENTRY
L000365,B9800,CONVENTIONAL,2010-04-25,2040-04-25,277538.00,0.00,8.341,180,NC,CASH_OUT,D,11,MEDIUM,CLOSED,0,Quicken Loans,2012-04-27,2012-05-18,MISSING,ORIGINATION_SYS
L000366,B6149,CONVENTIONAL,2017-12-16,2037-12-16,494692.00,217307.36,5.295,360,WI,REFINANCE,B+,9,LOW,CURRENT,0,Wells Fargo,2019-04-22,2019-05-02,COMPLETE,SERVICING_SYS
L000367,B7672,VA,2016-05-12,2036-05-12,679554.00,529041.88,8.41,240,CA,REFINANCE,B+,11,MEDIUM,DELINQUENT,83,Wells Fargo,2021-06-03,2021-06-24,COMPLETE,ORIGINATION_SYS
L000368,B2666,FHA,2018-11-22,2038-11-22,598051.00,435414.84,2.888,180,RI,REFINANCE,A,7,VERY_HIGH,CURRENT,0,PNC Bank,2020-07-31,2020-08-15,COMPLETE,MANUAL_ENTRY
L000369,B8795,JUMBO,2023-01-20,2053-01-20,336232.00,0.00,8.425,360,WY,REFINANCE,A,3,HIGH,PAID_OFF,0,Quicken Loans,2033-09-17,2033-10-02,COMPLETE,ORIGINATION_SYS
L000370,B7269,VA,2010-09-01,2025-09-01,105419.00,88520.66,3.416,360,WI,PURCHASE,B+,24,VERY_HIGH,CURRENT,0,Freedom Mortgage,2011-01-18,2011-02-01,COMPLETE,MANUAL_ENTRY
L000371,B1289,CONVENTIONAL,2021-03-02,2041-03-02,579315.00,272325.80,8.444,180,MA,REFINANCE,D,14,LOW,CURRENT,0,Wells Fargo,2030-11-21,2030-11-26,COMPLETE,SERVICING_SYS
L000372,B9037,JUMBO,2013-09-06,2033-09-06,501601.00,194328.93,5.355,180,MT,REFINANCE,D,18,VERY_HIGH,DELINQUENT,61,US Bank,2022-05-01,2022-05-22,COMPLETE,SERVICING_SYS
L000373,B1440,VA,2017-03-10,2032-03-10,79514.00,54371.77,4.783,240,MN,REFINANCE,C,1,MEDIUM,CURRENT,0,JPMorgan Chase,2021-05-18,2021-05-25,COMPLETE,MANUAL_ENTRY
L000374,B6343,CONVENTIONAL,2011-11-27,2041-11-27,118681.00,102636.63,5.265,240,NE,REFINANCE,A,22,VERY_HIGH,PENDING,0,US Bank,2013-11-21,2013-11-21,MISSING,SERVICING_SYS
L000375,B4373,VA,2022-10-17,2042-10-17,388083.00,0.00,5.48,360,SC,REFINANCE,C,13,MEDIUM,PAID_OFF,0,Quicken Loans,2023-12-30,2024-01-19,INCOMPLETE,ORIGINATION_SYS
L000376,B4700,CONVENTIONAL,2022-01-07,2037-01-07,351314.00,165943.45,6.806,360,MI,REFINANCE,A,18,VERY_HIGH,CURRENT,0,Quicken Loans,2028-07-13,2028-07-19,COMPLETE,ORIGINATION_SYS
L000377,B5116,JUMBO,2016-10-08,2046-10-08,364477.00,211903.94,6.529,360,AK,CASH_OUT,B+,16,MEDIUM,CURRENT,0,US Bank,2019-02-04,2019-02-19,COMPLETE,MANUAL_ENTRY
L000378,B1981,FHA,2020-06-25,2040-06-25,718914.00,464610.80,4.686,180,WV,CASH_OUT,C,27,VERY_HIGH,DELINQUENT,79,Quicken Loans,2030-09-25,2030-10-05,INCOMPLETE,ORIGINATION_SYS
L000379,B7649,FHA,2014-07-26,2034-07-26,329901.00,275603.24,3.181,180,XX,REFINANCE,D,15,VERY_HIGH,DELINQUENT,46,Quicken Loans,2022-05-08,2022-05-28,MISSING,ORIGINATION_SYS
L000380,B1691,JUMBO,2013-07-29,2033-07-29,193057.00,61574.03,7.193,180,CO,REFINANCE,A+,9,LOW,DEFAULT,232,Quicken Loans,2021-01-15,2021-02-12,COMPLETE,MANUAL_ENTRY
L000381,B9551,VA,2012-01-10,2032-01-10,197388.00,89501.00,5.479,180,DE,REFINANCE,C,26,VERY_HIGH,CURRENT,0,Freedom Mortgage,2017-09-19,2017-10-12,COMPLETE,SERVICING_SYS
L000382,B1916,JUMBO,2014-11-21,2029-11-21,162002.00,0.00,5.701,360,MA,CASH_OUT,D,15,MEDIUM,CLOSED,0,Bank of America,2019-11-25,2019-12-23,INCOMPLETE,ORIGINATION_SYS
L000383,B1570,CONVENTIONAL,2018-02-21,2038-02-21,435602.00,363243.06,6.644,360,OK,REFINANCE,C,20,HIGH,CURRENT,0,Freedom Mortgage,2029-01-24,2029-02-14,COMPLETE,ORIGINATION_SYS
L000384,B2478,FHA,2019-12-04,2039-12-04,58248.00,51920.11,4.285,180,SD,REFINANCE,B+,13,LOW,CURRENT,0,Bank of America,2030-04-19,2030-05-16,COMPLETE,SERVICING_SYS
L000385,B2644,FHA,2020-07-26,2050-07-26,483021.00,435792.75,6.691,360,NE,CASH_OUT,B+,26,HIGH,CURRENT,0,Quicken Loans,2025-05-21,2025-06-12,COMPLETE,ORIGINATION_SYS
L000386,B6006,VA,2014-02-14,2044-02-14,514943.00,419247.31,5.955,180,ND,CASH_OUT,B+,24,MEDIUM,CURRENT,0,Freedom Mortgage,2018-09-12,2018-10-01,COMPLETE,SERVICING_SYS
L000387,B4254,CONVENTIONAL,2020-02-16,2040-02-16,189995.00,89191.62,4.987,180,MO,CASH_OUT,B,0,LOW,DELINQUENT,82,US Bank,2023-11-18,2023-12-08,COMPLETE,ORIGINATION_SYS
L000388,B8027,VA,2011-12-30,2031-12-30,257897.00,0.00,3.396,240,OR,PURCHASE,A,22,VERY_HIGH,PAID_OFF,0,Freedom Mortgage,2012-08-19,2012-09-17,MISSING,MANUAL_ENTRY
L000389,B5361,VA,2021-01-31,2036-01-31,285388.00,217984.04,6.979,240,IN,CASH_OUT,B,26,HIGH,CURRENT,0,PNC Bank,2030-10-31,2030-11-21,COMPLETE,ORIGINATION_SYS
L000390,B5068,VA,2019-03-01,2034-03-01,80170.00,39173.10,5.997,360,AL,REFINANCE,B,27,HIGH,CURRENT,0,PNC Bank,2026-03-04,2026-03-16,COMPLETE,MANUAL_ENTRY
L000391,B1853,VA,2018-08-08,2048-08-08,493852.00,384447.82,8.086,240,RI,CASH_OUT,A+,22,LOW,CURRENT,0,Wells Fargo,2019-10-02,2019-10-10,COMPLETE,SERVICING_SYS
L000392,B5264,FHA,2016-10-14,2036-10-14,438918.00,0.00,5.522,240,FL,PURCHASE,C,22,VERY_HIGH,PAID_OFF,0,JPMorgan Chase,2017-04-30,2017-05-08,COMPLETE,ORIGINATION_SYS
L000393,B5312,VA,2012-11-13,2032-11-13,344650.00,0.00,5.602,240,MA,CASH_OUT,D,24,MEDIUM,PAID_OFF,0,US Bank,2016-02-14,2016-03-12,MISSING,MANUAL_ENTRY
L000394,B3679,JUMBO,2019-11-14,2034-11-14,248096.00,98395.75,5.119,240,MN,CASH_OUT,A+,15,VERY_HIGH,CURRENT,0,Quicken Loans,2020-05-08,2020-05-11,INCOMPLETE,ORIGINATION_SYS
L000395,B9335,VA,2012-10-09,2032-10-09,148123.00,64052.37,5.879,360,PA,PURCHASE,A+,24,MEDIUM,CURRENT,0,Quicken Loans,2022-03-20,2022-04-18,COMPLETE,SERVICING_SYS
L000396,B2737,VA,2012-02-12,2032-02-12,77223.00,0.00,3.423,180,VA,CASH_OUT,D,14,HIGH,CLOSED,0,US Bank,2013-07-25,2013-08-15,COMPLETE,ORIGINATION_SYS
L000397,B3118,FHA,2023-12-17,2043-12-17,390698.00,0.00,7.68,360,AR,CASH_OUT,A,17,VERY_HIGH,CLOSED,0,Wells Fargo,2034-03-18,2034-03-30,COMPLETE,ORIGINATION_SYS
L000398,B3525,CONVENTIONAL,2018-12-12,2033-12-12,71508.00,61069.60,4.291,240,MD,CASH_OUT,A+,4,HIGH,CURRENT,0,PNC Bank,2027-10-08,2027-10-11,INCOMPLETE,MANUAL_ENTRY
L000399,B2478,JUMBO,2014-06-26,2034-06-26,517080.00,452713.09,7.366,360,SD,REFINANCE,A,1,HIGH,CURRENT,0,Quicken Loans,2020-11-17,2020-12-08,COMPLETE,MANUAL_ENTRY
L000400,B2297,JUMBO,2013-06-24,2033-06-24,602891.00,427578.57,4.302,180,MD,PURCHASE,A+,13,HIGH,CURRENT,0,US Bank,2016-10-26,2016-10-27,COMPLETE,ORIGINATION_SYS
L000401,B5151,VA,2021-07-07,2036-07-07,585456.00,337336.11,4.029,180,AK,PURCHASE,B+,21,VERY_HIGH,CURRENT,0,JPMorgan Chase,2029-01-02,2029-01-27,COMPLETE,SERVICING_SYS
L000402,B8371,VA,2011-01-06,2026-01-06,486471.00,423176.73,4.548,180,CO,CASH_OUT,A+,8,LOW,CURRENT,0,Quicken Loans,2017-09-06,2017-09-23,COMPLETE,SERVICING_SYS
L000403,B8974,VA,2012-08-13,2027-08-13,230077.00,167098.17,6.211,360,UT,CASH_OUT,B+,12,HIGH,CURRENT,0,Wells Fargo,2017-03-29,2017-04-02,COMPLETE,ORIGINATION_SYS
L000404,B4961,JUMBO,2012-07-05,2027-07-05,247364.00,212326.82,7.553,360,MD,REFINANCE,B,15,VERY_HIGH,CURRENT,0,Wells Fargo,2019-11-12,2019-11-15,COMPLETE,ORIGINATION_SYS
L000405,B7418,CONVENTIONAL,2019-12-27,2039-12-27,544392.00,170262.98,4.503,180,VA,REFINANCE,D,27,VERY_HIGH,CURRENT,0,PNC Bank,2022-10-15,2022-11-02,COMPLETE,MANUAL_ENTRY
L000406,B8993,FHA,2016-07-10,2031-07-10,561177.00,314142.53,6.786,360,XX,CASH_OUT,C,17,LOW,CURRENT,0,Bank of America,2024-09-24,2024-10-22,COMPLETE,SERVICING_SYS
L000407,B3643,VA,2012-08-15,2032-08-15,702944.00,639908.84,6.857,240,IA,CASH_OUT,B,18,HIGH,CURRENT,0,US Bank,2020-07-11,2020-08-07,INCOMPLETE,MANUAL_ENTRY
L000408,B6902,JUMBO,2020-07-04,2035-07-04,357645.00,275367.61,7.299,180,ME,CASH_OUT,B+,2,VERY_HIGH,CURRENT,0,JPMorgan Chase,2025-04-06,2025-04-11,COMPLETE,MANUAL_ENTRY
L000409,B1770,CONVENTIONAL,2021-01-14,2036-01-14,486191.00,443885.36,4.653,240,HI,PURCHASE,A+,1,LOW,CURRENT,0,Bank of America,2023-10-02,2023-10-15,COMPLETE,ORIGINATION_SYS
L000410,B1764,VA,2012-09-15,2042-09-15,284981.00,0.00,7.878,360,RI,CASH_OUT,A,22,LOW,CLOSED,0,Quicken Loans,2021-08-03,2021-08-28,COMPLETE,ORIGINATION_SYS
L000411,B9311,CONVENTIONAL,2012-05-17,2042-05-17,689270.00,0.00,3.502,180,MS,PURCHASE,B+,9,VERY_HIGH,PAID_OFF,0,Freedom Mortgage,2021-09-10,2021-09-26,COMPLETE,ORIGINATION_SYS
L000412,B7811,CONVENTIONAL,2013-06-17,2043-06-17,431405.00,223249.88,3.972,240,NC,PURCHASE,A,8,HIGH,CURRENT,0,PNC Bank,2023-01-21,2023-02-14,COMPLETE,MANUAL_ENTRY
L000413,B7706,JUMBO,2015-07-04,2030-07-04,605378.00,347559.28,8.211,360,MS,PURCHASE,D,4,LOW,CURRENT,0,PNC Bank,2024-07-30,2024-08-24,COMPLETE,ORIGINATION_SYS
L000414,B1607,FHA,2011-11-26,2031-11-26,380096.00,213261.63,7.915,180,VA,CASH_OUT,A+,9,VERY_HIGH,DEFAULT,312,Quicken Loans,2012-09-02,2012-09-30,COMPLETE,MANUAL_ENTRY
L000415,B3406,JUMBO,2016-10-29,2046-10-29,378933.00,337629.32,5.177,180,SC,CASH_OUT,B+,14,HIGH,CURRENT,0,Freedom Mortgage,2020-01-17,2020-02-11,COMPLETE,ORIGINATION_SYS
L000416,B3064,VA,2016-10-06,2031-10-06,88766.00,57638.58,3.782,360,ND,REFINANCE,B+,5,LOW,CURRENT,0,Wells Fargo,2024-11-27,2024-12-25,INCOMPLETE,MANUAL_ENTRY
L000417,B7110,VA,2015-10-21,2030-10-21,368706.00,0.00,6.262,240,WI,CASH_OUT,A,14,HIGH,CLOSED,0,US Bank,2017-02-14,2017-03-09,COMPLETE,SERVICING_SYS
L000418,B4831,VA,2015-04-19,2045-04-19,659845.00,0.00,4.295,360,VA,CASH_OUT,B+,4,VERY_HIGH,PAID_OFF,0,US Bank,2022-06-02,2022-06-25,COMPLETE,SERVICING_SYS
L000419,B7974,JUMBO,2021-08-01,2051-08-01,251908.00,210304.83,2.992,180,FL,REFINANCE,B,14,LOW,CURRENT,0,Bank of America,2022-10-06,2022-10-27,COMPLETE,MANUAL_ENTRY
L000420,B8210,JUMBO,2022-07-16,2052-07-16,463959.00,402164.12,6.89,240,GA,CASH_OUT,B,15,VERY_HIGH,CURRENT,0,JPMorgan Chase,2029-10-03,2029-11-02,COMPLETE,MANUAL_ENTRY
L000421,B7051,CONVENTIONAL,2012-08-25,2042-08-25,272971.00,162699.19,6.11,240,MS,CASH_OUT,C,1,MEDIUM,CURRENT,0,Wells Fargo,2014-06-28,2014-07-09,COMPLETE,SERVICING_SYS
L000422,B1797,VA,2016-10-20,2036-10-20,559529.00,178034.05,7.834,180,WV,REFINANCE,A,3,HIGH,CURRENT,0,Wells Fargo,2025-09-03,2025-09-30,COMPLETE,SERVICING_SYS
L000423,B3175,FHA,2022-11-08,2042-11-08,643246.00,382116.03,5.529,240,TX,REFINANCE,B,27,HIGH,CURRENT,0,Wells Fargo,2027-03-02,2027-03-27,COMPLETE,MANUAL_ENTRY
L000424,B8259,VA,2019-03-10,2039-03-10,294131.00,260352.66,6.375,180,OR,CASH_OUT,B+,9,LOW,CURRENT,0,PNC Bank,2019-10-13,2019-10-30,COMPLETE,MANUAL_ENTRY
L000425,B1305,CONVENTIONAL,2022-02-25,2052-02-25,105442.00,97242.86,6.45,360,AK,REFINANCE,B,7,VERY_HIGH,CURRENT,0,Wells Fargo,2030-08-26,2030-09-20,COMPLETE,SERVICING_SYS
L000426,B7798,CONVENTIONAL,2019-01-05,2049-01-05,97168.00,0.00,7.658,240,CO,PURCHASE,A,17,MEDIUM,PAID_OFF,0,Bank of America,2022-11-27,2022-12-01,COMPLETE,ORIGINATION_SYS
L000427,B1445,CONVENTIONAL,2013-06-17,2033-06-17,477060.00,353547.05,4.288,180,NE,REFINANCE,C,12,LOW,CURRENT,0,Wells Fargo,2024-04-26,2024-05-02,COMPLETE,MANUAL_ENTRY
L000428,B1993,VA,2023-02-22,2038-02-22,566926.00,357505.71,5.289,240,AK,REFINANCE,B+,7,LOW,CURRENT,0,Bank of America,2033-11-14,2033-12-01,MISSING,MANUAL_ENTRY
L000429,B2374,FHA,2012-04-11,2027-04-11,631652.00,457005.33,7.197,180,HI,PURCHASE,A+,30,VERY_HIGH,CURRENT,0,US Bank,2018-09-24,2018-10-08,COMPLETE,SERVICING_SYS
L000430,B5477,VA,2023-12-04,2043-12-04,734781.00,684708.01,7.537,240,SD,PURCHASE,A+,26,HIGH,CURRENT,0,Wells Fargo,2034-06-22,2034-06-27,COMPLETE,MANUAL_ENTRY
L000431,B5578,JUMBO,2011-07-27,2031-07-27,144073.00,80241.20,3.765,360,MA,CASH_OUT,C,20,HIGH,CURRENT,0,Freedom Mortgage,2013-03-20,2013-04-11,COMPLETE,ORIGINATION_SYS
L000432,B3190,CONVENTIONAL,2017-03-19,2037-03-19,270855.00,162206.82,6.153,180,UT,PURCHASE,D,17,VERY_HIGH,CURRENT,0,Freedom Mortgage,2017-06-22,2017-07-04,COMPLETE,MANUAL_ENTRY
